Name,Year,Genre,Publisher,EU_Sales,Global_Sales
Michael Jackson: The Experience,2011,Misc,Ubisoft,0.2,0.88
Ghostbusters: The Video Game,2009,Action,Atari,0.21,0.88
Rock Band 3,2010,Misc,MTV Games,0.1,0.88
Resident Evil: Revelations,2012,Action,Capcom,0.22,0.88
NBA 2K6,2005,Action,Take-Two Interactive,0.34,0.88
Buzz! The Mega Quiz,2007,Misc,Sony Computer Entertainment,0.06,0.88
Endless Ocean: Blue World,2009,Simulation,Nintendo,0.22,0.88
Star Wars: Rebel Assault II - The Hidden Empire,1996,Shooter,CTO SpA,0.33,0.88
Just Cause 3,2015,Action,Square Enix,0.38,0.88
Metal Gear Ac!d,2004,Strategy,Konami Digital Entertainment,0.26,0.88
Cooking Mama: World Kitchen,2008,Simulation,505 Games,0.28,0.88
Tekken Tag Tournament 2,2012,Fighting,Namco Bandai Games,0.33,0.88
ESPN NHL 2K5,2004,Sports,Global Star,0.33,0.88
GRID,2008,Racing,Codemasters,0.44,0.88
Phantasy Star Portable 2,2009,Role-Playing,Sega,0.11,0.88
Crimson Skies: High Road to Revenge,2003,Simulation,Microsoft Game Studios,0.19,0.87
Spec Ops: Ranger Elite,2001,Shooter,TalonSoft,0.33,0.87
Gex,1995,Platform,Crystal Dynamics,0.33,0.87
NBA 2K14,2013,Sports,Take-Two Interactive,0.11,0.87
DiRT,2007,Racing,Codemasters,0.4,0.87
Derby Stallion II,1994,Sports,ASCII Entertainment,0,0.87
Gold's Gym: Dance Workout,2010,Sports,Ubisoft,0.11,0.87
Red Faction: Guerrilla,2009,Shooter,THQ,0.29,0.87
Tom Clancy's Ghost Recon: Island Thunder,2003,Shooter,Ubisoft,0.24,0.87
Mercenaries 2: World in Flames,2008,Shooter,Electronic Arts,0.4,0.87
Need for Speed: V-Rally,1997,Racing,Infogrames,0.29,0.87
Kingdom Hearts Re: Chain of Memories,2008,Role-Playing,Square Enix,0.03,0.87
Pictionary,2010,Puzzle,THQ,0.19,0.87
NCAA Football 13,2012,Action,Electronic Arts,0,0.87
Kingdoms of Amalur: Reckoning,2012,Role-Playing,Electronic Arts,0.3,0.87
NFL GameDay '97,1996,Sports,Sony Computer Entertainment,0.33,0.87
Beijing 2008,2008,Sports,Sega,0.54,0.87
The House of the Dead: Overkill,2009,Shooter,Sega,0.31,0.87
Tony Hawk's Project 8,2006,Sports,Activision,0.03,0.87
Injustice: Gods Among Us,2013,Fighting,Warner Bros. Interactive Entertainment,0.29,0.87
NHL 2000,1998,Sports,Electronic Arts,0.33,0.87
Buzz! Master Quiz,2008,Misc,Sony Computer Entertainment,0.44,0.87
Brothers in Arms: Hell's Highway,2008,Shooter,Ubisoft,0.31,0.87
Fight Night Round 2,2005,Fighting,Electronic Arts,0.03,0.87
Wizards of Waverly Place,2009,Misc,Disney Interactive Studios,0.2,0.87
Scooby-Doo! First Frights,2009,Action,Warner Bros. Interactive Entertainment,0.17,0.87
Conflict: Desert Storm,2002,Shooter,SCi,0.37,0.87
Triple Play 2002,2002,Sports,Electronic Arts,0.33,0.87
Vagrant Story,2000,Role-Playing,Crave Entertainment,0.2,0.87
Lemmings,2006,Puzzle,Sony Computer Entertainment,0.52,0.87
Warriors Orochi,2007,Action,Tecmo Koei,0.09,0.87
Guitar Hero: Warriors of Rock,2010,Misc,Activision,0.32,0.87
Enduro,1982,Misc,Quelle,0.05,0.87
Tales of Xillia 2,2012,Role-Playing,Namco Bandai Games,0.15,0.87
SingStar '90s,2007,Misc,Sony Computer Entertainment,0.59,0.87
Monster Strike 3DS,2015,Action,"mixi, Inc",0,0.86
Tomb Raider: Anniversary,2007,Action,Eidos Interactive,0.63,0.86
Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,Konami Digital Entertainment,0.72,0.86
Darksiders II,2012,Action,THQ,0.37,0.86
Ghostbusters: The Video Game,2009,Action,Sony Computer Entertainment,0.37,0.86
The World Ends With You,2007,Role-Playing,Square Enix,0.06,0.86
The Lord of the Rings: War in the North,N/A,Action,Warner Bros. Interactive Entertainment,0.45,0.86
Rocky,2002,Fighting,Rage Software,0.33,0.86
Dragon Quest VIII: Journey of the Cursed King,2015,Role-Playing,Square Enix,0,0.86
Ford Racing,2001,Racing,Empire Interactive,0.33,0.86
Madden Football 64,1997,Sports,Electronic Arts,0.04,0.86
MLB 99,1998,Sports,Sony Computer Entertainment,0.32,0.86
Dragon Ball Z: Burst Limit,2008,Fighting,Atari,0.34,0.86
The Lord of the Rings: War in the North,N/A,Action,Warner Bros. Interactive Entertainment,0.26,0.86
The Legendary Starfy,2008,Platform,Nintendo,0,0.86
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.43,0.86
Dynasty Warriors 4: Xtreme Legends,2003,Action,Tecmo Koei,0.13,0.86
Ninja Gaiden Sigma 2,2009,Action,Ubisoft Annecy,0.16,0.86
Forza Horizon 2,2014,Racing,Microsoft Game Studios,0.43,0.85
Skate 2,2009,Sports,Electronic Arts,0.26,0.85
FIFA Soccer 08,2007,Sports,Electronic Arts,0.65,0.85
Army Men: Air Attack,1999,Action,3DO,0.32,0.85
Need for Speed: Nitro,2009,Racing,Electronic Arts,0.31,0.85
Madden NFL 09 All-Play,2008,Sports,Electronic Arts,0.01,0.85
NBA 2K8,2007,Sports,Take-Two Interactive,0,0.85
Far Cry: Primal,2016,Action,Ubisoft,0.32,0.85
Street Fighter Alpha 2,1996,Fighting,Virgin Interactive,0.09,0.85
Tiger Woods PGA Tour 2005,2004,Sports,Electronic Arts,0.18,0.85
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.27,0.85
Blazing Angels: Squadrons of WWII,2007,Simulation,Ubisoft,0.04,0.85
Castlevania III: Dracula's Curse,1989,Platform,Konami Digital Entertainment,0.07,0.85
Harry Potter and the Order of the Phoenix,2007,Action,Electronic Arts,0.47,0.85
Rampage World Tour,1997,Action,GT Interactive,0.32,0.85
Burnout Legends,2005,Racing,Electronic Arts,0.06,0.85
WWE 2K15,2014,Sports,Take-Two Interactive,0.35,0.85
Overwatch,2016,Shooter,Activision,0.25,0.85
Ratatouille,2007,Action,THQ,0,0.85
NFL GameDay,1995,Sports,Sony Computer Entertainment,0.32,0.85
Burnout 2: Point of Impact,2002,Racing,Acclaim Entertainment,0.32,0.85
Kirby: Planet Robobot,2016,Action,Nintendo,0.1,0.85
Street Fighter EX3,2000,Fighting,Virgin Interactive,0.25,0.85
Karaoke Revolution Glee,2010,Misc,Konami Digital Entertainment,0.25,0.85
Sniper Elite V2,2012,Shooter,505 Games,0.29,0.85
Thief (2014),2014,Action,Square Enix,0.37,0.84
Spider-Man 2,2004,Action,Activision,0.17,0.84
Golden Sun: Dark Dawn,2010,Role-Playing,Nintendo,0.11,0.84
Tiger Woods PGA Tour 11,2010,Sports,Electronic Arts,0.34,0.84
Devil May Cry HD Collection,2012,Action,Capcom,0.21,0.84
MLB 16: The Show,2016,Action,Sony Computer Entertainment,0,0.84
NBA 2K10,2009,Sports,Take-Two Interactive,0.01,0.84
Xenoblade Chronicles X,2015,Role-Playing,Nintendo,0.28,0.84
Petz Dogz Fashion,2008,Simulation,Ubisoft,0.3,0.84
The Incredibles,2004,Action,THQ,0.17,0.84
NCAA Football 11,2010,Sports,Electronic Arts,0,0.84
Dragon Age II,2011,Action,Electronic Arts,0.27,0.84
ATV Quad Power Racing 2,2003,Racing,Acclaim Entertainment,0.32,0.84
Harvest Moon: Tree of Tranquility,2007,Simulation,Rising Star Games,0.03,0.84
Final Fantasy,1987,Role-Playing,SquareSoft,0,0.84
Street Fighter X Tekken,2012,Fighting,Capcom,0.22,0.84
Rocket Power: Team Rocket Rescue,2001,Sports,THQ,0.32,0.84
Duke Nukem Forever,2011,Shooter,Take-Two Interactive,0.25,0.84
Big Mutha Truckers,2002,Racing,Empire Interactive,0.32,0.84
Borderlands: The Handsome Collection,2015,Shooter,Take-Two Interactive,0.32,0.84
Rogue Galaxy,2005,Role-Playing,Sony Computer Entertainment,0.16,0.84
ESPN College Hoops 2K5,2004,Sports,Sega,0.32,0.84
Metroid: Zero Mission,2004,Adventure,Nintendo,0.22,0.84
FIFA 15,2014,Sports,Electronic Arts,0.48,0.84
Time Crisis 4,2007,Shooter,Namco Bandai Games,0.33,0.84
Ben 10: Protector of Earth,2007,Action,D3Publisher,0,0.84
Need for Speed Rivals,2013,Racing,Electronic Arts,0.38,0.84
Q*bert,1999,Puzzle,Atari,0.32,0.84
WWE SmackDown vs. Raw 2009,2008,Fighting,THQ,0.31,0.83
Ace Combat 3: Electrosphere,1999,Simulation,Sony Computer Entertainment,0.15,0.83
Dynasty Warriors 2,2000,Action,THQ,0.19,0.83
Battle of Giants: Dinosaurs,2008,Strategy,Ubisoft,0.37,0.83
Madden NFL 07,N/A,Sports,Unknown,0.03,0.83
Lizzie McGuire 2: Lizzie Diaries,2004,Action,Disney Interactive Studios,0.22,0.83
Borderlands 2,2014,Shooter,Take-Two Interactive,0.21,0.83
FIFA Soccer World Championship,2000,Sports,Electronic Arts,0.21,0.83
Brute Force,2003,Shooter,Microsoft Game Studios,0.18,0.83
Dance Central 3,2012,Misc,Microsoft Game Studios,0.2,0.83
Yu-Gi-Oh! Dark Duel Stories,2000,Misc,Konami Digital Entertainment,0,0.83
The Game of Life,1998,Misc,Unknown,0.31,0.83
Mega Man Legends,1997,Adventure,Capcom,0.26,0.83
NCAA Football 12,2011,Sports,Electronic Arts,0,0.83
Sly 3: Honor Among Thieves,2005,Platform,Sony Computer Entertainment,0.03,0.83
The Price is Right,2008,Misc,Ubisoft,0,0.83
Sid Meier's Civilization Revolution,2008,Strategy,Take-Two Interactive,0.17,0.83
MLB SlugFest 20-03,N/A,Sports,Unknown,0.32,0.83
I Spy: Fun House,2007,Puzzle,Scholastic Inc.,0,0.83
The Amazing Spider-Man (Console Version),2012,Action,Activision,0.37,0.83
Dragon Ball: Raging Blast 2,2010,Fighting,Namco Bandai Games,0.2,0.83
MediEvil,1998,Platform,Sony Computer Entertainment,0.31,0.83
Casper,1996,Adventure,Interplay,0.31,0.83
Deca Sports 2,2009,Sports,Hudson Soft,0.34,0.82
James Bond 007: Nightfire,2002,Shooter,Electronic Arts,0.22,0.82
Madden NFL 17,2016,Sports,Electronic Arts,0.02,0.82
Tony Hawk's Underground 2 Remix,2005,Sports,Activision,0.21,0.82
Tony Hawk's Pro Skater 3,2001,Sports,Activision,0.17,0.82
Marvel: Ultimate Alliance,2006,Role-Playing,Activision,0.03,0.82
Star Wars The Clone Wars: Republic Heroes,2009,Action,LucasArts,0.3,0.82
DJ Hero 2,2010,Misc,Activision,0.12,0.82
Street Fighter V,2016,Fighting,Capcom,0.26,0.82
Need for Speed: Hot Pursuit 2,2002,Racing,Electronic Arts,0.11,0.82
Clu Clu Land,1984,Puzzle,Nintendo,0.1,0.82
Killer Instinct Gold,1996,Fighting,Nintendo,0.19,0.82
Amped: Freestyle Snowboarding,2001,Sports,Microsoft Game Studios,0.11,0.82
Custer's Revenge,1981,Action,Mystique,0.05,0.82
MediEvil: Resurrection,2005,Adventure,Sony Computer Entertainment,0.41,0.82
DmC: Devil May Cry,2013,Action,Capcom,0.28,0.82
Tales of the Abyss,2011,Role-Playing,Namco Bandai Games,0.19,0.82
Rocket Power: Beach Bandits,2002,Platform,THQ,0.31,0.82
Guitar Hero: Warriors of Rock,2010,Misc,Activision,0.35,0.82
Hasbro Family Game Night 3,2010,Misc,Electronic Arts,0.28,0.82
Madden NFL 16,2015,Sports,Electronic Arts,0.11,0.82
Stranglehold,2007,Shooter,Midway Games,0.33,0.82
Imagine: Rock Star,2008,Simulation,Ubisoft,0.33,0.82
Shin Megami Tensei: Persona 4,2008,Role-Playing,Atlus,0.04,0.82
SingStar Vol. 2,2008,Misc,Sony Computer Entertainment,0.4,0.82
Shaun White Snowboarding,N/A,Sports,Ubisoft,0.26,0.82
Madden NFL 25,2013,Sports,Electronic Arts,0.13,0.82
Twisted Metal (2012),2012,Action,Sony Computer Entertainment,0.07,0.82
Dragon Warrior III,2000,Role-Playing,Enix Corporation,0,0.81
Disney's The Little Mermaid: Ariel's Undersea Adventure,2006,Action,Disney Interactive Studios,0.03,0.81
Ready 2 Rumble Boxing: Round 2,2000,Fighting,Midway Games,0.31,0.81
Kamaitachi no Yoru,1994,Adventure,ChunSoft,0,0.81
Patapon,2007,Misc,Sony Computer Entertainment,0.25,0.81
Tales of Destiny II,2000,Role-Playing,Namco Bandai Games,0.04,0.81
Super Bomberman 2,1994,Puzzle,Hudson Soft,0,0.81
NASCAR 2001,2000,Racing,Electronic Arts,0.31,0.81
EA Sports Active NFL Training Camp,2010,Sports,Electronic Arts,0,0.81
The Legend of Zelda: Four Swords Adventures,2004,Action,Nintendo,0.16,0.81
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,1999,Sports,Konami Digital Entertainment,0,0.81
Guitar Hero Live,2015,Misc,Activision,0.35,0.81
Valkyrie Profile,1999,Role-Playing,Enix Corporation,0.05,0.81
Final Fantasy Type-0,2011,Role-Playing,Unknown,0,0.81
Pro Evolution Soccer 2010,2009,Sports,Konami Digital Entertainment,0.58,0.81
Army Men: Sarge's Heroes,1999,Action,3DO,0.12,0.81
Mega Man,1987,Platform,Capcom,0.08,0.81
Tom Clancy's Rainbow Six 3,2004,Shooter,Ubisoft,0.31,0.81
Lego Batman 3: Beyond Gotham,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.81
EarthBound,1994,Role-Playing,Nintendo,0,0.81
DiRT 2,2009,Racing,Codemasters,0.4,0.81
Professor Layton vs Phoenix Wright: Ace Attorney,2012,Puzzle,Level 5,0.26,0.81
The Next Tetris,1998,Puzzle,Atari,0.31,0.81
Dying Light,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.81
NCAA Football 10,2009,Sports,Electronic Arts,0,0.81
Ben 10: Alien Force,2008,Action,Koch Media,0.21,0.81
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,1998,Sports,Konami Digital Entertainment,0,0.81
Final Fantasy XI: Wings of the Goddess,2007,Role-Playing,Square Enix,0.27,0.81
The Sims 2,2005,Simulation,Electronic Arts,0.03,0.81
Guitar Hero: Metallica,2009,Misc,Activision,0.21,0.81
NCAA Football 14,2013,Sports,Electronic Arts,0,0.8
MadWorld,2009,Action,Sega,0.25,0.8
Fight Night Champion,2011,Fighting,Electronic Arts,0.33,0.8
Who wants to be a millionaire,2000,Misc,Eidos Interactive,0.3,0.8
Yakuza,2005,Action,Sega,0.02,0.8
Star Wars Rogue Squadron III: Rebel Strike,2003,Simulation,LucasArts,0.16,0.8
ABBA: You Can Dance,2011,Misc,Ubisoft,0.5,0.8
Moto Racer,1997,Racing,Electronic Arts,0.3,0.8
Hitman: Contracts,2004,Shooter,Eidos Interactive,0.31,0.8
The Sims 2: Pets,2006,Simulation,Electronic Arts,0.39,0.8
Final Fantasy Anthology,1999,Role-Playing,Square EA,0.3,0.8
Aliens: Colonial Marines,2013,Shooter,Sega,0.37,0.8
Pro Evolution Soccer 2010,2009,Sports,Konami Digital Entertainment,0.33,0.8
[Prototype 2],2012,Action,Activision,0.25,0.8
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,2010,Racing,Sega,0.35,0.8
Goldeneye 007: Reloaded,2011,Shooter,Activision,0.35,0.8
NBA 2K16,2015,Sports,Take-Two Interactive,0.19,0.8
All Star Cheer Squad,2008,Sports,THQ,0.29,0.8
The Sims 2: Castaway,2007,Simulation,Electronic Arts,0.46,0.8
Prince of Persia: Warrior Within,2004,Action,Ubisoft,0.28,0.8
Dragon's Dogma,2012,Role-Playing,Capcom,0.24,0.8
Darksiders II,2012,Action,THQ,0.28,0.8
Resident Evil: Revelations,2013,Action,Capcom,0.32,0.8
Rayman Raving Rabbids 2,2007,Misc,Ubisoft,0.01,0.8
Super Robot Taisen α,2000,Strategy,Banpresto,0,0.8
PES 2009: Pro Evolution Soccer,N/A,Sports,Konami Digital Entertainment,0.33,0.8
Need for Speed: Hot Pursuit 2,2002,Racing,Electronic Arts,0.09,0.8
Star Wars: The Force Unleashed II,2010,Action,LucasArts,0.19,0.8
Band Hero,2009,Misc,Activision,0.22,0.8
Mario & Sonic at the Sochi 2014 Olympic Winter Games,2013,Sports,Nintendo,0.22,0.8
Tales of Destiny 2,2002,Role-Playing,Namco Bandai Games,0,0.8
Capcom's Soccer Shootout,1993,Sports,Nintendo,0,0.8
Sniper: Ghost Warrior,2011,Shooter,City Interactive,0.36,0.8
The Godfather II,2009,Action,Electronic Arts,0.24,0.79
pro evolution soccer 2011,2010,Sports,Konami Digital Entertainment,0.3,0.79
Alien,1981,Action,20th Century Fox Video Games,0.04,0.79
Dragon Ball Z: Budokai Tenkaichi 2,2006,Fighting,Atari,0.02,0.79
The Walking Dead: Season One,2012,Adventure,Avanquest Software,0.25,0.79
Rayman Origins,2011,Platform,Ubisoft,0.34,0.79
Guitar Hero: Aerosmith,2008,Misc,Activision,0,0.79
Ridge Racer,1994,Racing,Sony Computer Entertainment,0,0.79
Final Fantasy Tactics A2: Grimoire of the Rift,2007,Role-Playing,Square Enix,0.03,0.79
Harvest Moon: A Wonderful Life,2003,Role-Playing,Ubisoft,0.16,0.79
Momotarou Dentetsu 7,1997,Simulation,Hudson Entertainment,0,0.79
Invizimals,2009,Strategy,Sony Computer Entertainment,0.51,0.79
Motocross Mania,2001,Racing,Take-Two Interactive,0.3,0.79
Tiger Woods PGA Tour 10,2009,Sports,Electronic Arts,0.25,0.79
Star Wars The Clone Wars: Jedi Alliance,2008,Action,LucasArts,0.11,0.79
WCW Mayhem,1999,Fighting,Electronic Arts,0.15,0.79
Mega Man 5,1992,Platform,Capcom,0.07,0.79
Star Ocean: The Last Hope,2009,Role-Playing,Square Enix,0.2,0.79
Dance Dance Revolution SuperNOVA 2,2007,Simulation,Konami Digital Entertainment,0.03,0.79
Armored Core 2,2000,Simulation,Ubisoft,0.22,0.79
Dragon Quest Monsters 2,2014,Role-Playing,Square Enix,0,0.79
Ghost Squad,2007,Shooter,Sega,0.21,0.79
Dead Island: Riptide,2013,Action,Deep Silver,0.27,0.79
Drawn to Life,2007,Action,THQ,0.02,0.79
Major League Baseball Featuring Ken Griffey Jr,1998,Sports,Nintendo,0.03,0.79
FIFA 12,2011,Sports,Electronic Arts,0.52,0.79
Too Human,2008,Role-Playing,Microsoft Game Studios,0.3,0.79
Sid Meier's Civilization Revolution,2008,Strategy,Take-Two Interactive,0.19,0.79
NCAA Football 08,2007,Sports,Electronic Arts,0.03,0.79
FIFA Soccer 2004,2003,Sports,Electronic Arts,0.49,0.79
Personal Trainer: Walking,2008,Sports,Nintendo,0.32,0.79
Naruto Shippuden: Ultimate Ninja Storm 2,2010,Fighting,Namco Bandai Games,0.27,0.79
PokePark 2: Wonders Beyond,2011,Action,Nintendo,0.2,0.79
Professor Layton and the Azran Legacy,2013,Puzzle,Nintendo,0.48,0.78
Tom Clancy's Splinter Cell: Double Agent,2006,Action,Ubisoft,0.05,0.78
Yars' Revenge,1982,Shooter,Atari,0.04,0.78
Lips,2008,Misc,Microsoft Game Studios,0.56,0.78
Secret Agent Barbie: Royal Jewels Mission,2002,Platform,Vivendi Games,0.21,0.78
Metroid Prime Hunters,2006,Shooter,Nintendo,0.04,0.78
The 7th Guest,1992,Adventure,Virgin Interactive,0.77,0.78
Doom,1994,Shooter,Infogrames,0.3,0.78
Buzz! The Hollywood Quiz,2007,Misc,Sony Computer Entertainment,0,0.78
Puzzler World,2009,Puzzle,Ubisoft,0.3,0.78
My Little Pony: Pinkie Pie's Party,2008,Adventure,THQ,0,0.78
We Sing,2009,Misc,Nordic Games,0.69,0.78
Marvel vs. Capcom: Clash of Super Heroes,1999,Fighting,Capcom,0.3,0.78
God of War Saga,2012,Action,Sony Computer Entertainment,0,0.78
Battle Stations,1997,Strategy,Electronic Arts,0.29,0.78
Tetris Party Deluxe,2010,Puzzle,Nintendo,0.3,0.78
Pro Evolution Soccer 2016,2015,Sports,Konami Digital Entertainment,0.42,0.78
Worms: Open Warfare,2006,Strategy,THQ,0.43,0.78
Star Wars Battlefront: Elite Squadron,2009,Shooter,LucasArts,0.24,0.78
UFC Personal Trainer: The Ultimate Fitness System,2011,Sports,THQ,0.19,0.78
Resident Evil: Operation Raccoon City,2012,Action,Capcom,0.15,0.78
NBA 2K7,2006,Sports,Take-Two Interactive,0.02,0.78
Need for Speed: ProStreet,2008,Racing,Electronic Arts,0.33,0.78
Toy Story 3: The Video Game,2010,Action,Disney Interactive Studios,0.29,0.78
Torneko no Daibouken: Fushigi no Dungeon,1993,Role-Playing,ChunSoft,0,0.78
Jr. Pac-Man,1983,Puzzle,Atari,0.05,0.78
James Bond 007: Nightfire,2002,Shooter,Electronic Arts,0.16,0.78
Banjo-Kazooie: Nuts & Bolts,2008,Platform,Microsoft Game Studios,0.36,0.78
NBA ShootOut 98,1998,Sports,Sony Computer Entertainment,0.29,0.78
Avatar: The Game,2009,Action,Ubisoft,0.35,0.78
Harry Potter and the Half-Blood Prince,2009,Action,Electronic Arts,0.4,0.77
DJ Hero,2009,Misc,Activision,0.23,0.77
Perfect Dark Zero,2005,Shooter,Microsoft Game Studios,0.02,0.77
Galaxian,1982,Shooter,Atari,0.05,0.77
Andretti Racing,1996,Racing,Electronic Arts,0.29,0.77
Caesars Palace 2000: Millennium Gold Edition,2000,Misc,Interplay,0.29,0.77
Madden NFL 25,2013,Sports,Electronic Arts,0.05,0.77
Air Raid,1981,Action,Men-A-Vision,0.04,0.77
Need For Speed: Undercover,2008,Racing,Electronic Arts,0.32,0.77
Duke Nukem Forever,2011,Shooter,Take-Two Interactive,0.31,0.77
Freedom Wars,2014,Role-Playing,Sony Computer Entertainment,0.14,0.77
Marvel Nemesis: Rise of the Imperfects,2005,Fighting,Electronic Arts,0.02,0.77
Boxing,1980,Fighting,Activision,0.04,0.77
Need for Speed: Porsche Unleashed,1999,Racing,Electronic Arts,0.29,0.77
Dragon Ball: Raging Blast,2009,Fighting,Namco Bandai Games,0.19,0.77
Crystal Castles,1983,Action,Atari,0.04,0.77
Conker's Bad Fur Day,2001,Platform,THQ,0.22,0.77
Dragon Warrior I&II,1999,Role-Playing,Enix Corporation,0,0.77
Star Wars Episode II: Attack of the Clones,2002,Action,THQ,0.2,0.77
My Baby Girl,2008,Simulation,Nobilis,0.1,0.77
LEGO Batman 2: DC Super Heroes,2012,Action,Warner Bros. Interactive Entertainment,0.27,0.77
Twisted Metal: Head On,2005,Action,Sony Computer Entertainment,0,0.77
Conflict: Desert Storm II - Back to Bagdhad,2003,Shooter,SCi,0.29,0.77
Maximo: Ghosts to Glory,2001,Platform,Capcom,0.29,0.77
Pokemon Dash,2004,Racing,Nintendo,0.14,0.77
Donkey Kong Country 3,2005,Platform,Nintendo,0.17,0.77
All-Star Baseball 2003,2002,Sports,Acclaim Entertainment,0.29,0.77
Unlimited Saga,2002,Role-Playing,Atari,0.08,0.77
Cabela's Deer Hunt: 2004 Season,2003,Sports,Activision Value,0.29,0.76
Sonic Unleashed,2008,Platform,Sega,0.04,0.76
Formula 1,1996,Racing,Psygnosis,0.12,0.76
Plants vs. Zombies: Garden Warfare,2014,Shooter,Electronic Arts,0.4,0.76
Raving Rabbids: Travel in Time,2010,Adventure,Ubisoft,0.47,0.76
The Sims 3,2011,Simulation,Electronic Arts,0.37,0.76
Driv3r,2004,Racing,Atari,0.38,0.76
Mercenaries: Playground of Destruction,2005,Action,LucasArts,0.02,0.76
MTV Celebrity Deathmatch,2003,Fighting,Gotham Games,0.29,0.76
Street Fighter Alpha: Warriors' Dreams,1995,Fighting,Virgin Interactive,0.11,0.76
Mortal Kombat,2012,Fighting,Warner Bros. Interactive Entertainment,0.18,0.76
ISS Pro Evolution,1998,Sports,Konami Digital Entertainment,0,0.76
Lost Planet 2,2010,Shooter,Capcom,0.24,0.76
SoulCalibur V,2012,Fighting,Namco Bandai Games,0.24,0.76
Portal 2,2011,Shooter,Valve Software,0.32,0.76
Super Monkey Ball: Touch & Roll,2005,Misc,Sega,0.01,0.76
Pro Evolution Soccer 2015,2014,Sports,Konami Digital Entertainment,0.43,0.76
Drawn to Life: The Next Chapter,2009,Puzzle,THQ,0.39,0.76
The Lord of the Rings: Conquest,2009,Action,Electronic Arts,0.26,0.76
Final Fantasy II,1988,Role-Playing,SquareSoft,0,0.76
Tony Hawk's Pro Skater 2,2001,Sports,Activision,0.16,0.76
Taiko no Tatsujin: Tatakon de Dodon ga Don,2002,Misc,Namco Bandai Games,0,0.76
Mega Man Battle Network 6: Cybeast Falzar / Gregar,2005,Role-Playing,Capcom,0.03,0.76
